sigma	i_sigma	i_Q	i_root_loc	degree_approx	h	detJ	normJinv	cond_root	cond_eig	err_est_root	err_est_eig	detJ_hat	cond_hat	err_est_hat	dist_z	pred_dist_z	test_dist_z	max_A2	approx_err	scale_factor	expected_x	expected_y	expected_z
1	1	3	1	3	6.15848211066027e-06	-1	1	1	0.999999999999998	1e-15	9.99999999999998e-16	0.168603356263252	5.93108003400972	3.65264502863432e-20	4.10876888068401e-12	7.24312274027541e-16	0.00287099661513651	0.0284270180430477	1.17612142247481e-10	0.552444607252235	0.249312653499991	-0.783473254756226	-0.267172371733312
1	1	3	1	3	2.06913808111479e-06	-1	1	1	0.999999999999998	1e-15	9.99999999999998e-16	0.168603392923113	5.93107874440002	1.22722208921286e-20	4.08781342109421e-11	5.93814000685046e-16	0.00287099661513651	0.0284270793380285	2.86986163999803e-10	0.55244464729205	0.249312653499991	-0.783473254756226	-0.267172371733312
1	1	3	1	3	6.95192796177561e-07	-1	1	1	0.999999999999998	1e-15	9.99999999999998e-16	0.168603405911533	5.93107828749736	4.12324289903331e-21	1.19286802657825e-11	4.06754084902586e-16	0.00287099661513651	0.0284271001243747	5.85095367988675e-10	0.55244466147797	0.249312653499991	-0.783473254756226	-0.267172371733312
1	1	3	1	3	2.33572146909012e-07	-1	1	1	0.999999999999998	1e-15	9.99999999999998e-16	0.168603411147188	5.93107810331912	1.38533464607728e-21	5.10284037247288e-11	3.56907823251605e-16	0.00287099661513651	0.0284271072765357	1.52804102704351e-09	0.55244466719634	0.249312653499991	-0.783473254756226	-0.267172371733312
1	1	3	1	3	7.84759970351461e-08	-1	1	1	0.999999999999998	1e-15	9.99999999999998e-16	0.168603412907442	5.93107804139747	4.65447262791928e-22	4.47414327808815e-12	5.81234848135147e-16	0.00287099661513651	0.0284271099739741	7.40653027797578e-09	0.552444669118884	0.249312653499991	-0.783473254756226	-0.267172371733312
1	1	3	1	3	2.63665089873036e-08	-1	1	1	0.999999999999998	1e-15	9.99999999999998e-16	0.1686034230214	5.93107768561184	1.5638181310208e-22	7.45600803320201e-11	4.8232061663695e-16	0.00287099661513651	0.028427114647336	1.82929267150689e-08	0.552444680165324	0.249312653499991	-0.783473254756226	-0.267172371733312
1	1	3	1	3	8.85866790410083e-09	-1	1	1	0.999999999999998	1e-15	9.99999999999998e-16	0.16860342614765	5.93107757563763	5.25414465560333e-23	2.34279262656401e-12	4.19440376471382e-16	0.00287099661513651	0.028427116284598	4.73480190263387e-08	0.552444683579805	0.249312653499991	-0.783473254756226	-0.267172371733312
1	1	3	1	3	2.97635144163131e-09	-1	1	1	0.999999999999998	1e-15	9.99999999999998e-16	0.168603606186685	5.9310712422886	1.76529524424037e-23	1.8124945988518e-12	4.20404670611112e-16	0.00287099661513651	0.0284271596095446	1.41248329995833e-07	0.552444880217906	0.249312653499991	-0.783473254756226	-0.267172371733312
1	1	3	1	3	1e-09	-1	1	1	0.999999999999998	1e-15	9.99999999999998e-16	0.16860358903211	5.93107184574556	5.93107184574556e-24	2.28816965375245e-12	4.04467337643266e-16	0.00287099661513651	0.0284271792301216	4.04467337643266e-07	0.552444861481736	0.249312653499991	-0.783473254756226	-0.267172371733312
0.1	2	1	1	3	1	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	-0.134992848815195	7.40779981144778	7.40779981144778e-15	0.0112713060562375	0.00733345403803259	0.0296614947230395	0.111801610964486	0.00733345403803259	1.1051899342919	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	0.335981828628378	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	-0.350358445262833	2.85421976698697	9.58965976619547e-16	0.0152054474661252	0.00365597776098161	0.0296614947230395	0.613647030005943	0.0108814746794696	1.51881261906729	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	0.112883789168469	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.080838454886387	12.3703502424116	1.39641200870452e-15	4.1470526267795e-05	1.72362515055518e-05	0.0296614947230395	0.144676388331523	0.000152690227999241	0.931549637838498	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	0.0379269019073225	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.1898603073648	5.26703034393906	1.99762143197468e-16	3.17328725477628e-05	2.25520806407054e-07	0.0296614947230395	0.311735959550898	5.94619636895555e-06	1.23825871479617	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	0.0127427498570313	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.168271285702363	5.94278456853768	7.57274172111016e-17	5.50672907273508e-09	1.8266218519454e-09	0.0296614947230395	0.263331423225684	1.43345971037601e-07	1.18942392780112	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	0.0042813323987194	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.149969036488406	6.66804310686701	2.85481089894873e-17	6.55031584528842e-15	1.92160490409339e-11	0.0296614947230395	0.218970913849714	4.48833382959979e-09	1.14463547186032	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	0.00143844988828766	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.144024121509444	6.94328137203339	9.98756231395125e-18	5.6843418860808e-14	2.60903756895611e-13	0.0296614947230395	0.205520860143456	1.8137841228949e-10	1.12930628449646	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	0.000483293023857175	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.142059740435199	7.0392920396483	3.40204073565537e-18	1.46549439250521e-14	7.78354446670997e-14	0.0296614947230395	0.201178138583804	1.61052282621199e-10	1.12414846623183	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	0.000162377673918872	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.141403487335099	7.07196136987902	1.14832863728508e-18	5.32907051820075e-14	7.45793424073214e-14	0.0296614947230395	0.199738364278641	4.59295546040295e-10	1.12241477112784	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	5.45559478116851e-05	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.141183421308792	7.08298460775242	3.8641893861151e-19	4.0512038168572e-12	9.24700193889837e-14	0.0296614947230395	0.199256783001084	1.69495761870309e-09	1.12183219801942	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	1.83298071083244e-05	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.14110953092481	7.08669353123177	1.29897725463289e-19	6.78419542765596e-11	6.89527974043329e-14	0.0296614947230395	0.199095223034486	3.76178521666048e-09	1.12163645483577	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	6.15848211066027e-06	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.14108471056089	7.08794025961031	4.36509532902388e-20	1.58220325729985e-10	7.34230820973793e-14	0.0296614947230395	0.199040969195732	1.19222692829268e-08	1.12157068782193	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	2.06913808111479e-06	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.14107637119185	7.08835924507938	1.46667940466158e-20	6.89270862608282e-12	6.71905020642388e-14	0.0296614947230395	0.199022743930351	3.24727009171077e-08	1.12154858909811	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	6.95192796177561e-07	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.141073564528811	7.08850026821131	4.92787432216321e-21	9.63200630366146e-11	8.24514253099265e-14	0.0296614947230395	0.199016613168009	1.18602243526222e-07	1.12154115144851	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	2.33572146909012e-07	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.141072636404336	7.08854690383643	1.65568711879431e-21	9.54555323673389e-11	7.07708088972407e-14	0.0296614947230395	0.199014551219273	3.02993357015335e-07	1.12153869189942	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	7.84759970351461e-08	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.141072343451361	7.0885616240208	5.56281940990107e-22	1.81327330928127e-09	5.55405928318172e-14	0.0296614947230395	0.199013880808909	7.07739881367075e-07	1.12153791556572	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	2.63665089873036e-08	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.141072228194785	7.08856741540405	1.86900776465358e-22	8.82355299935966e-11	5.48821931866864e-14	0.0296614947230395	0.199013393464447	2.08151155745018e-06	1.12153761013223	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	8.85866790410083e-09	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.141072105166009	7.0885735973333	6.27953194125531e-23	2.42474929024183e-11	5.56858209642459e-14	0.0296614947230395	0.199013644359026	6.28602647340104e-06	1.12153728410198	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	2.97635144163131e-09	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.141072650477046	7.08854619671807	2.1098004691672e-23	1.34964261988557e-11	7.17911484101349e-14	0.0296614947230395	0.199013068390919	2.41205213221685e-05	1.12153872919247	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	1	1	3	1e-09	-0.00100000000000001	10.0000000000002	10.0000000000002	999.999999999994	1.00000000000002e-14	9.99999999999994e-13	0.141070434710089	7.08865753518859	7.08865753518859e-24	3.46145334617631e-12	5.31095345034371e-14	0.0296614947230395	0.199005546959155	5.31095345034371e-05	1.12153285732087	-0.756734189969615	0.409050219969101	0.615915395691578
0.1	2	2	1	3	1	0.001	10	10	1000	1e-14	1e-12	0.0143245350022931	69.8102940053494	6.98102940053494e-14	0.0213810822152884	0.000533743161737224	0.00365229710008396	0.0108051603752515	0.000533743161737224	0.523231053195605	-0.172785850376199	0.156771080029089	-0.0449732724217702
0.1	2	2	1	3	0.335981828628378	0.001	10	10	1000	1e-14	1e-12	0.00592015065494985	168.914620300059	5.6752243010482e-14	0.00644222045136121	1.38366006975035e-05	0.00365229710008396	0.00544711442899598	4.11825864332915e-05	0.389742338134405	-0.172785850376199	0.156771080029089	-0.0449732724217702
